Title,Category,Qualification
"Measurement Solutions Consultant, Google Technical Services",Technical Solutions,"['experience', 'managing', 'analytics', 'solution', 'experience', 'managing', 'client', 'expectation', 'requirement', 'experience', 'conflict', 'resolution', 'ability', 'speak', 'write', 'english', 'fluently', 'idiomatically', 'experience', 'using', 'deploying', 'digital', 'analytics', 'measurement', 'solution', 'experience', 'saas', 'model', 'experience', 'data', 'analytics', 'big', 'data', 'data', 'warehouse', 'experience', 'data', 'flow', 'process', 'ingesting', 'manipulating', 'running', 'report', 'knowledge', 'data', 'driven', 'attribution', 'methodology', 'attribution', 'solution', 'familiarity', 'digital', 'medium', 'display', 'paid', 'search', 'video', 'ad', 'mobile', 'ad', 'email', 'marketing', 'affiliate', 'understanding', 'database', 'table', 'familiar', 'sql', 'relational', 'database', 'demonstrated', 'project', 'management', 'skill', 'setting', 'timeline', 'milestone', 'expectation', 'crossfunctional', 'team', 'management', 'organization', 'prioritization']"
"Big Data Product Specialist, Google Cloud (English)",Technical Solutions,"['bachelor', 'art', 'science', 'degree', 'computer', 'science', 'related', 'software', 'engineering', 'field', 'equivalent', 'practical', 'experience', 'experience', 'data', 'information', 'lifecycle', 'management', 'big', 'data', 'experience', 'using', 'managing', 'database', 'one', 'following', 'mapreduce', 'hadoop', 'spark', 'flume', 'hive', 'impala', 'spark', 'sql', 'bigquery', 'experience', 'across', 'cloud', 'computing', 'infrastructure', 'storage', 'platform', 'data', 'well', 'cloud', 'market', 'competitive', 'dynamic', 'customer', 'buying', 'behavior', 'ability', 'speak', 'write', 'english', 'fluently', 'idiomatically', 'master', 'degree', 'computer', 'science', 'related', 'technical', 'field', 'experience', 'serving', 'technical', 'sale', 'engineer', 'cloud', 'computing', 'environment', 'equivalent', 'experience', 'customer', 'facing', 'role', 'including', 'working', 'member', 'professional', 'service', 'system', 'engineering', 'team', 'experience', 'big', 'data', 'platforminfrastructureasaservice', 'paasiaas', 'technology', 'experience', 'writing', 'code', 'common', 'web', 'mobile', 'development', 'language', 'java', 'javascript', 'python', 'go', 'php', 'experience', 'developing', 'android', 'io', 'platform', 'experience', 'developing', 'data', 'warehousing', 'batch', 'realtime', 'event', 'processing', 'etl', 'workflow', 'solution', 'could', 'include', 'architecture', 'implementing', 'tuning', 'schema', 'design', 'query', 'optimization', 'scalable', 'distributed', 'system', 'working', 'knowledge', 'linux', 'web', '20', 'development', 'platform', 'solution', 'related', 'technology', 'http', 'basicntlm', 'session', 'xmlxsltxhtmlhtml', 'demonstrated', 'understanding', 'dns', 'tcp', 'firewall', 'proxy', 'server', 'load', 'balancing', 'vpn', 'vpc', 'ability', 'quickly', 'learn', 'understand', 'work', 'new', 'emerging', 'technology', 'methodology', 'solution', 'cloudit', 'technology', 'space']"
"Global Supply Chain Manager, Cable and Connector, Consumer Hardware",Manufacturing & Supply Chain,"['bachelor', 'degree', 'electrical', 'engineering', 'mechanical', 'engineering', 'related', 'engineering', 'field', 'equivalent', 'practical', 'experience', '3', 'year', 'experience', 'technology', 'industry', 'procurement', 'supply', 'chain', 'management', 'equivalent', 'experience', '5', 'year', 'relevant', 'work', 'experience', 'global', 'supply', 'chain', 'management', 'within', 'consumer', 'electronics', 'knowledge', 'manufacturing', 'supply', 'chain', 'process', 'experience', 'cable', 'connector', 'commodity', 'demonstrated', 'experience', 'collaborating', 'working', 'crossfunctionally', 'engineering', 'team', 'product', 'team', 'experience', 'working', 'partnering', 'supplier', 'proven', 'track', 'record', 'driving', 'overall', 'ramp', 'readiness', 'engineering', 'operation', 'supplier', 'team', 'excellent', 'communication', 'sourcing', 'negotiation', 'collaboration', 'skill', 'ability', 'travel', 'needed']"
Technical Contracts Manager,Technical Solutions,"['bachelor', 'art', 'science', 'degree', 'business', 'computer', 'science', 'related', 'technology', 'field', 'equivalent', 'practical', 'experience', '1year', 'experience', 'process', 'project', 'management', 'mbachelor', 'art', 'm', 'jd', 'advanced', 'degree', '2', 'year', 'experience', 'working', 'internet', 'product', 'technology', 'experience', 'drafting', 'reviewing', 'approving', 'agreement', 'statement', 'work', 'expertise', 'analytical', 'structured', 'problemsolving', 'operation', 'effective', 'leadership', 'management', 'collaboration', 'skill', 'crossfunctional', 'team', 'environment', 'excellent', 'communication', 'skill', 'attention', 'detail', 'ability', 'operate', 'fastpaced', 'dynamic', 'environment']"
"High Performance Computing (HPC) Specialist, Google Cloud",Program Management,"['bachelor', 'art', 'science', 'degree', 'computer', 'science', 'related', 'technical', 'field', 'equivalent', 'practical', 'experience', 'experience', 'serving', 'capacity', 'technical', 'sale', 'engineer', 'cloud', 'computing', 'environment', 'equivalent', 'experience', 'customer', 'facing', 'role', 'including', 'working', 'member', 'professional', 'service', 'system', 'engineering', 'team', 'experience', 'high', 'performance', 'computing', 'hpc', 'implementing', 'large', 'scale', 'shared', 'file', 'system', 'gluster', 'batch', 'scheduling', 'workload', 'management', 'master', 'degree', 'computer', 'science', 'technical', 'field', 'experience', 'networking', 'concept', 'including', 'routing', 'vpns', 'load', 'balancer', 'firewall', 'experience', 'architecting', 'developing', 'software', 'infrastructure', 'scalable', 'distributed', 'system', 'experience', 'hpc', 'infrastructure', 'message', 'passing', 'interface', 'mpi', 'hpc', 'network', 'infiniband', 'rdma', 'container', 'management', 'docker', 'kubernetes', 'gpu', 'programming', 'ability', 'quickly', 'learn', 'understand', 'work', 'new', 'emerging', 'technology', 'methodology', 'solution', 'cloudit', 'technology', 'space', 'effective', 'presentation', 'skill', 'ability', 'deliver', 'technical', 'pitch']"
"Technical Program Manager, Google Cloud Functions",Program Management,"['bachelor', 'science', 'degree', 'technical', 'discipline', 'eg', 'computer', 'scienceelectrical', 'engineering', 'equivalent', 'practical', 'experience', 'experience', 'program', 'management', 'software', 'development', 'technical', 'cloud', 'operation', 'program', 'experience', 'tightly', 'partnering', 'development', 'manager', 'product', 'manager', 'facilitate', 'roadmap', 'prioritization', 'development', 'delivery', 'product', 'master', 'degree', 'technical', 'discipline', 'eg', 'computer', 'scienceelectrical', 'engineering', 'mbachelor', 'art', 'experience', 'cloud', 'platform', 'technology', 'proven', 'project', 'management', 'technical', 'management', 'experience', 'leading', 'largescale', 'aggressive', 'dynamic', 'technical', 'project', 'strong', 'technical', 'acumen', 'ability', 'quickly', 'learn', 'understand', 'technical', 'context', 'program', 'drive', 'contribute', 'technical', 'discussion', 'affect', 'program', 'solid', 'knowledge', 'software', 'development', 'best', 'practice', 'self', 'driven', 'excellent', 'interpersonal', 'communication', 'crossfunctional', 'leadership', 'skill', 'ability', 'interact', 'diverse', 'technical', 'nontechnical', 'audience', 'spanning', 'organizational', 'level', 'solid', 'ability', 'focus', 'shortterm', 'priority', 'retaining', 'strategic', 'thinking', 'longerterm', 'foresight']"
Software Engineer,Software Engineering,"['bachelor', 'art', 'science', 'degree', 'computer', 'science', 'similar', 'technical', 'degree', 'equivalent', 'practical', 'experience', 'software', 'development', 'experience', 'one', 'general', 'purpose', 'programming', 'language', 'experience', 'working', 'two', 'following', 'web', 'application', 'development', 'unixlinux', 'environment', 'mobile', 'application', 'development', 'distributed', 'parallel', 'system', 'machine', 'learning', 'information', 'retrieval', 'natural', 'language', 'processing', 'networking', 'developing', 'large', 'software', 'system', 'security', 'software', 'development', 'ability', 'speak', 'write', 'english', 'fluently', 'idiomatically', 'master', 'phd', 'degree', 'education', 'experience', 'engineering', 'computer', 'science', 'technical', 'related', 'field', 'experience', 'one', 'general', 'purpose', 'programming', 'language', 'including', 'limited', 'java', 'cc', 'c', 'objective', 'c', 'python', 'javascript', 'go', 'interest', 'ability', 'learn', 'coding', 'language', 'needed']"
"Program Manager, Operations, Google Cloud Web",Program Management,"['4', 'year', 'experience', 'program', 'management', 'working', 'design', 'team', 'experience', 'creating', 'coordinating', 'implementing', 'program', 'operation', 'large', 'complex', 'organization', 'demonstrated', 'project', 'management', 'skill', 'ability', 'manage', 'complex', 'operational', 'initiative', 'demonstrated', 'ability', 'multitask', 'analyze', 'opportunity', 'define', 'effective', 'approach', 'proactively', 'overcome', 'challenge', 'ability', 'operate', 'environment', 'ambiguity', 'create', 'order', 'motivated', 'approach']"
"Vendor Operations Specialist (EMEA), Google Technical Services Consumers",Technical Solutions,"['bachelor', 'degree', 'equivalent', 'practical', 'experience', 'work', 'experience', 'customer', 'service', 'contact', 'center', 'operation', 'experience', 'vendor', 'management', 'workforce', 'management', 'contact', 'center', 'environment', 'ability', 'travel', '20', 'time', 'project', 'management', 'experience', 'resource', 'planning', 'experience', 'multilingual', 'multisite', 'contact', 'center', 'environment', 'understanding', 'cost', 'management', 'principle', 'outsource', 'contact', 'centre', 'industry', 'knowledge', 'vendor', 'operation', 'strategy', 'performance', 'management', 'well', 'contract', 'negotiation', 'principle', 'strong', 'business', 'acumen', 'strong', 'analytical', 'structured', 'problem', 'solving', 'capability', 'exceptional', 'leadership', 'management', 'communication', 'collaboration', 'skill']"
"Graphics Software Engineer, Robotics Simulation, Google Cloud Platform",Software Engineering,"['bachelor', 'art', 'science', 'computer', 'science', 'robotics', 'equivalent', 'practical', 'experience', 'experience', 'working', 'c', 'development', 'linux', 'experience', 'graphic', 'development', 'working', 'one', 'modern', '3d', 'graphic', 'engine', 'webbased', 'graphic', 'library', 'unity', 'unreal', 'opengl', 'webgl', 'experience', 'writing', 'highly', 'optimized', 'efficient', 'code', 'prior', 'experience', 'robotics', 'experience', 'shipping', 'highquality', 'game', 'title']"
"Technical Writer, University Graduate",Technical Writing,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'experience', 'online', 'publishing', 'web', 'development', 'proficiency', 'technical', 'writing', 'product', 'documentation', 'journalism', 'related', 'writing', 'discipline', 'experience', 'code', 'written', 'java', 'c', 'python', 'javascript', 'legal', 'authorization', 'work', 'united', 'state', 'graduating', 'bachelor', 'art', 'science', 'degree', 'mam', 'degree', '2018', 'familiarity', 'source', 'code', 'management', 'build', 'system', 'related', 'process', 'ability', 'quickly', 'learn', 'use', 'technology', 'proficiency', 'html', 'cs', 'unix', 'environment', 'ability', 'manage', 'multiple', 'competing', 'priority', 'fastpaced', 'constantly', 'changing', 'environment']"
"Technical Program Manager, Cloud Infrastructure Planning and Resource Management",Technical Infrastructure,"['bachelor', 'art', 'science', 'degree', 'engineering', 'computer', 'science', 'related', 'technical', 'field', 'equivalent', 'practical', 'experience', '2', 'year', 'experience', 'managing', 'technical', 'program', 'project', 'mbachelor', 'art', 'm', 'engineering', '5', 'year', 'experience', 'managing', 'complex', 'crossfunctional', 'program', 'experience', 'working', 'supply', 'chain', 'management', 'system', 'process', 'experience', 'working', 'software', 'engineering', 'team', 'business', 'owner', 'product', 'manager', 'ability', 'understand', 'communicate', 'complex', 'technical', 'concept', 'variety', 'audience', 'easily', 'excellent', 'communication', 'negotiation', 'skill', 'demonstrated', 'ability', 'work', 'crossfunctionally', 'multiple', 'team', 'stakeholder']"
Measurement and Attribution Specialist (Northern Europe),Technical Solutions,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'experience', 'consultative', 'sale', 'clientfacing', 'experience', 'experience', 'presenting', 'client', 'stakeholder', 'working', 'multicultural', 'crossfunctional', 'team', 'relevant', 'experience', 'creating', 'online', 'marketing', 'advertising', 'strategy', 'performance', 'focused', 'client', 'extensive', 'experience', 'running', 'online', 'ad', 'effectiveness', 'test', 'experiment', 'experience', 'working', 'attribution', 'model', 'advanced', 'knowledge', 'google', 'analytics', 'analytics', 'tool', 'eg', 'adobe', 'sitecatalyst', 'piwik', 'etc', 'excellent', 'presentation', 'communication', 'skill', 'ability', 'speak', 'write', 'english', 'fluently', 'idiomatically', 'along', 'ability', 'speak', 'write', 'one', 'following', 'language', 'norwegian', 'swedish', 'finnish', 'danish']"
